id,text,health
8769,energy is another important area in which agriculture contributes to the fight against climate change .,NO
8770,"for example , agriculture in austria consumes approximately 2.2 % of the energy generated .",NO
8771,"the proportion of renewable energy is 23 % , a large share of which again belongs to agriculture .",NO
8772,"finally , I would like to say the following .",NO
8773,great importance must .,NO
8774,our greatest challenge now is to establish the next international climate treaty .,NO
8775,"climate protection can be accomplished , but the measures need to be swift and consistent .",NO
8776,"madam president , I would like to thank the rapporteur .",NO
8777,the report would perhaps be better without them .,NO
8778,"neither one country , nor a union can separately and independently handle the challenges of climate change .",NO
8779,therefore we need to integrate policies on a horizontal and vertical plane .,NO
8780,"policy , legislation and finances must work together .",NO
8781,the report provides a fantastic platform for this .,NO
8782,without this we are left to triviality and the mundane .,NO
8783,i appeal for investing in science and designating climate change as an important priority for all eu scientific programmes .,NO
8784,"the transport sector must reduce co2 emissions by 20 % by 20therefore , I would like to urge states to apply tax incentives and encourage people to use public transport .",NO
8785,"it is also important to encourage the use of trains , by investing in the development of rail infrastructure .",NO
8786,we know how important .,NO
8787,"in france , we speak of athéodule committee.",NO
8788,i wonder about the future of this report from the point of view of its integration into european policies .,NO
8789,"no sooner had it been adopted what is more , unanimously this excellent report was buried completely .",NO
8790,"perhaps if we had introduced it into european policies , we would not be here now .",NO
8791,"i would like to speak to the rapporteur , who denies that he is presenting a political project .",NO
8792,"so , yes , we must be more ambitious and we await the results .",NO
8793,"we had a lot of experts in the committee , that is true .",NO
8794,"unfortunately , however , they represented only one view .",NO
8795,we did not get the chance to hear all sides of the debate .,NO
8796,i think this was a mistake .,NO
8797,it makes no sense constantly to resort to new regulations and new measures .,NO
8798,the only solution can be to sayyesto innovation andyesto research .,NO
8799,the solution lies in assuming individual responsibility and not in ever increasing state regulations .,NO
8800,there are about seven points from the discussion which I would like to pick up on .,NO
