id,text,gloss,health
25422,hospitals in the czech republic already have to do this .,HOSPITAL IN CZECH REPUBLIC DESC-ALREADY HAVE TO DO THIS .,NO
25423,"therefore I welcome the bowis report , and wish its author a speedy return to health .","DESC-REFORE X-I DESC-WELCOME BOWUS REPORT , AND WISH X-ITS AUTHOR DESC-SPEEDY RETURN TO HEALTH .",YES
25425,"firstly , I think that treating healthcare exclusively as a marketable service is a mistake .","DESC-FIRSTLY , X-I THINK THAT TREAT HEALTHCARE DESC-EXCLUSIVELY AS DESC-MARKETABLE SERVICE BE MISTAKE .",NO
25426,citizens are guaranteed the right to healthcare both by their national constitutions and by european union law .,CITIZEN BE GUARANTEE DESC-RIGHT TO HEALTHCARE BOTH BY X-Y DESC-NATIONAL CONSTITUTION AND BY EUROPEAN UNION LAW .,NO
25434,now you do not want people to be able to seek healthcare wherever they want to in europe .,DESC-NOW X-YOU DO DESC-NOT WANT PEOPLE TO BE DESC-ABLE TO SEEK HEALTHCARE WHEREVER X-Y WANT TO IN EUROPE .,NO
25440,i will be voting for the focus to be on the patients .,X-I WILL BE VOTE FOR FOCUS TO BE ON PATIENT .,NO
25441,"sv mr president , all patients should have the right to healthcare when they need it .","SV MR PRESIDENT , ALL PATIENT SHOULD HAVE DESC-RIGHT TO HEALTHCARE WHEN X-Y NEED X-IT .",NO
25449,"in the uk , nhs treatment is often delayed and very expensive compared with other eu countries .","IN UK , NH TREATMENT BE DESC-OFTEN DELAY AND DESC-VERY DESC-EXPENSIVE COMPARE WITH DESC-OR EU COUNTRY .",NO
25450,"healthcare is not a commodity , it is a social right .","HEALTHCARE BE DESC-NOT COMMODITY , X-IT BE DESC-SOCIAL DESC-RIGHT .",NO
25451,the legal issue and the issue of prior authorisation are essentially a way of refusing the right to health .,DESC-LEGAL ISSUE AND ISSUE DESC-PRIOR AUTHORISATION BE DESC-ESSENTIALLY WAY REFUSE DESC-RIGHT TO HEALTH .,NO
25452,"mr president , this report marks a turning point for health care provision to eu citizens .","MR PRESIDENT , THIS REPORT MARK TURN POINT FOR HEALTH CARE PROVISION TO EU CITIZEN .",NO
25453,this legislation will undoubtedly serve to cause a substantial betterment of health care in europe .,THIS LEGISLATION WILL DESC-UNDOUBTEDLY SERVE TO CAUSE DESC-SUBSTANTIAL BETTERMENT HEALTH CARE IN EUROPE .,NO
25455,only a clear system of prior authorisation for cases where expensive treatment is involved would guarantee reimbursement for patients .,DESC-ONLY DESC-CLEAR SYSTEM DESC-PRIOR AUTHORISATION FOR CASE WHERE DESC-EXPENSIVE TREATMENT BE INVOLVE WOULD GUARANTEE REIMBURSEMENT FOR PATIENT .,NO
25457,health cannot be a business .,HEALTH CAN DESC-NOT BE BUSINESS .,NO
25470,"ultimately , it is the medical needs of patients that matter , not consumer choice .","DESC-ULTIMATELY , X-IT BE DESC-MEDICAL NEED PATIENT THAT MATTER , DESC-NOT CONSUMER CHOICE .",NO
25472,i must likewise agree with mr braghetto that the proposal represents an opportunity for national health systems .,X-I MUST DESC-LIKEWISE AGREE WITH MR BRAGHETTO THAT PROPOSAL REPRESENT OPPORTUNITY FOR DESC-NATIONAL HEALTH SYSTEM .,NO
25473,"the proposal will at the same time improve patient rights , as mrs roth behrendt said .","PROPOSAL WILL AT DESC-SAME TIME IMPROVE PATIENT RIGHTS , AS MR ROTH BEHRENDT SAY .",NO
25482,"regarding prior authorisation for hospital care , the proposed provisions are based on two kinds of consideration .","REGARD DESC-PRIOR AUTHORISATION FOR HOSPITAL CARE , PROPOSE PROVISION BE BASE ON TWO KIND CONSIDERATION .",NO
25485,we all know that patient mobility will remain a very limited phenomenon .,X-WE ALL KNOW THAT PATIENT MOBILITY WILL REMAIN DESC-VERY DESC-LIMITED PHENOMENON .,NO
25487,"therefore , there is no need to construct unnecessary barriers for patients .","DESC-REFORE , DESC-RE BE NO NEED TO CONSTRUCT DESC-UNNECESSARY BARRIER FOR PATIENT .",NO
25488,"prior authorisation for hospital treatment has to remain a safeguard mechanism , applicable when justified .","DESC-PRIOR AUTHORISATION FOR HOSPITAL TREATMENT HAVE TO REMAIN SAFEGUARD MECHANISM , DESC-APPLICABLE WHEN DESC-JUSTIFIED .",NO
25490,i am concerned at the suggestion regarding the definition of hospital care .,X-I BE CONCERN AT SUGGESTION REGARD DEFINITION HOSPITAL CARE .,NO
25491,this would allow for a reasonable and modern approach to the concept of hospital care .,THIS WOULD ALLOW FOR DESC-REASONABLE AND DESC-MODERN APPROACH TO CONCEPT HOSPITAL CARE .,NO
25492,"otherwise , patientsrights , as defined by the european judges , would be undermined .","DESC-ORWISE , PATIENTSRIGHT , AS DEFINE BY EUROPEAN JUDGE , WOULD BE UNDERMINE .",NO
25493,this is simply a question of patient safety .,THIS BE DESC-SIMPLY QUESTION PATIENT SAFETY .,NO
25495,reference was made to amendment 67 on relaxation of the rule for affiliations to social security systems .,REFERENCE BE MAKE TO AMENDMENT 67 ON RELAXATION RULE FOR AFFILIATION TO DESC-SOCIAL SECURITY SYSTEM .,NO
25498,member states have to ensure that patients from other member states are not discriminated against .,MEMBER STATE HAVE TO ENSURE THAT PATIENT FROM DESC-OR MEMBER STATE BE DESC-NOT DESC-DISCRIMINATE AGAINST .,NO
25499,i would therefore urge you to keep rare diseases in the scope of the directive .,X-I WOULD DESC-REFORE URGE X-YOU TO KEEP DESC-RARE DISEASE IN SCOPE DIRECTIVE .,NO
25500,"regarding the proposed exclusion of organ transplantation , I simply cannot agree .","REGARD PROPOSE EXCLUSION ORGAN TRANSPLANTATION , X-I DESC-SIMPLY CAN DESC-NOT AGREE .",NO
25501,"however , the issue of organ allocation is a different matter .","DESC-HOWEVER , ISSUE ORGAN ALLOCATION BE DESC-DIFFERENT MATTER .",NO
25507,this report marks an important step forward in terms of improving patient mobility within the eu .,THIS REPORT MARK DESC-IMPORTANT STEP DESC-FORWARD IN TERM IMPROVE PATIENT MOBILITY WITHIN EU .,NO
25510,in writing . member states have a responsibility to their peoples to plan and deliver health care .,MEMBER STATE HAVE RESPONSIBILITY TO X-Y PEOPLE TO PLAN AND DELIVER HEALTH CARE .,NO
25511,health is not a commodity to be bought and sold on the internal market .,HEALTH BE DESC-NOT COMMODITY TO BE BUY AND SELL ON DESC-INTERNAL MARKET .,NO
25515,it is a charter for the destruction of public health services in member states .,X-IT BE CHARTER FOR DESTRUCTION PUBLIC HEALTH SERVICE IN MEMBER STATE .,NO
25517,another interesting point in the report refers to the reciprocal recognition of medical prescriptions .,ANOR DESC-INTERESTING POINT IN REPORT REFER TO DESC-RECIPROCAL RECOGNITION DESC-MEDICAL PRESCRIPTION .,NO
25518,simplification of the cross border provision of healthcare services represents an important step towards a real free movement of people .,SIMPLIFICATION CROSS BORDER PROVISION HEALTHCARE SERVICE REPRESENT DESC-IMPORTANT STEP TOWARDS DESC-REAL DESC-FREE MOVEMENT PEOPLE .,NO
25519,"economically speaking , too , a better use of the capacity of specialist clinics will bring benefits with it .","DESC-ECONOMICALLY SPEAKING , DESC-TOO , DESC-BETTER USE CAPACITY SPECIALIST CLINIC WILL BRING BENEFIT WITH X-IT .",NO
25523,patient safety debate,PATIENT SAFETY DEBATE,NO
25526,"in total , every year , nosocomial infections cause the deaths of around 37 000 people in europe .","IN TOTAL , EVERY YEAR , DESC-NOSOCOMIAL INFECTION CAUSE DEATH AROUND 37 000 PEOPLE IN EUROPE .",NO
25527,hospital acquired infections are also attracting ever more attention from the media and politicians .,HOSPITAL ACQUIRE INFECTION BE DESC-ALSO ATTRACT DESC-EVER MORE ATTENTION FROM MEDIA AND POLITICIAN .,NO
25529,the czech presidency is aware that the organisation of health systems falls fully within the competency of member states .,CZECH PRESIDENCY BE DESC-AWARE THAT ORGANIZATION HEALTH SYSTEM FALL DESC-FULLY WITHIN COMPETENCY MEMBER STATE .,NO
25530,the creation of a system for reporting the occurrence of adverse events therefore constitutes a significant measure .,CREATION SYSTEM FOR REPORT OCCURRENCE DESC-ADVERSE EVENT DESC-REFORE CONSTITUTE DESC-SIGNIFICANT MEASURE .,NO
25531,"the system will ensure immunity of course , in order to encourage reporting .","SYSTEM WILL ENSURE IMMUNITY COURSE , IN ORDER TO ENCOURAGE REPORT .",NO
25532,i firmly believe that the council and parliament share the common aim of increasing patient safety in the eu .,X-I DESC-FIRMLY BELIEVE THAT COUNCIL AND PARLIAMENT SHARE DESC-COMMON AIM INCREASE PATIENT SAFETY IN EU .,NO
25534,they paint a disturbing picture that affects not only patients but also their families and friends .,X-Y PAINT DESC-DISTURBING PICTURE THAT AFFECT DESC-NOT DESC-ONLY PATIENT BUT DESC-ALSO X-Y FAMILY AND FRIEND .,NO
25535,health care associated infections are a specific example of a very common adverse event .,HEALTH CARE ASSOCIATE INFECTION BE SPECIFIC EXAMPLE DESC-VERY DESC-COMMON DESC-ADVERSE EVENT .,NO
25536,approximately 37 000 deaths are estimated to occur every year because of these infections .,DESC-APPROXIMATELY 37 000 DEATH BE ESTIMATE TO OCCUR EVERY YEAR BECAUSE SE INFECTION .,NO
25538,member states have all recognised the patient safety challenge they face and have taken measures to tackle the problem .,MEMBER STATE HAVE ALL RECOGNIZE PATIENT SAFETY CHALLENGE X-Y FACE AND HAVE TAKE MEASURE TO TACKLE PROBLEM .,NO
25540,we therefore need to collect detailed data in order to address healthcare associated infections .,X-WE DESC-REFORE NEED TO COLLECT DESC-DETAILED DATUM IN ORDER TO ADDRESS HEALTHCARE ASSOCIATE INFECTION .,NO
25541,this could be avoided if the needles they were using were replaced with a safer kind .,THIS COULD BE AVOID IF NEEDLE X-Y BE USE BE REPLACE WITH DESC-SAFER KIND .,NO
25542,et open health care is a primary benefit and right .,ET DESC-OPEN HEALTH CARE BE DESC-PRIMARY BENEFIT AND DESC-RIGHT .,NO
25545,this reflects the fact that some member states have devolved systems of health care .,THIS REFLECT FACT THAT SOME MEMBER STATE HAVE DEVOLVE SYSTEM HEALTH CARE .,NO
25553,rare diseases debate,DESC-RARE DISEASE DEBATE,NO
25556,an important aspect in combating rare diseases is patient mobility .,DESC-IMPORTANT ASPECT IN COMBATE DESC-RARE DISEASE BE PATIENT MOBILITY .,NO
25557,one point also concerns prevention .,ONE POINT DESC-ALSO CONCERN PREVENTION .,NO
25558,prevention of genetic diseases is possible nowadays through a combination of in vitro fertilisation and pre implantation tests .,PREVENTION DESC-GENETIC DISEASE BE DESC-POSSIBLE DESC-NOWADAYS THROUGH COMBINATION IN VITRO FERTILISATION AND PRE IMPLANTATION TEST .,NO
25560,these are also reasons why the area of rare diseases is an eu health strategy priority .,SE BE DESC-ALSO REASON WHY AREA DESC-RARE DISEASE BE EU HEALTH STRATEGY PRIORITY .,NO
25564,one important sector for action is in collecting expertise via the european reference networks .,ONE DESC-IMPORTANT SECTOR FOR ACTION BE IN COLLECT EXPERTISE VIA EUROPEAN REFERENCE NETWORK .,NO
25565,these networks can add value to action by the member states on rare diseases and in other cases .,SE NETWORK CAN ADD VALUE TO ACTION BY MEMBER STATE ON DESC-RARE DISEASE AND IN DESC-OR CASE .,NO
25568,"mr president , patients affected by rare diseases suffer misdiagnoses and , often , receive no treatment .","MR PRESIDENT , PATIENT AFFECT BY DESC-RARE DISEASE SUFFER MISDIAGNOSE AND , DESC-OFTEN , RECEIVE NO TREATMENT .",NO
25569,the rarity of these diseases creates challenges both from a scientific and an economic viewpoint .,RARITY SE DISEASE CREATE CHALLENGE BOTH FROM DESC-SCIENTIFIC AND DESC-ECONOMIC VIEWPOINT .,NO
25571,"this is why patients need more coordination , more safety and more clarity .","THIS BE WHY PATIENT NEED MORE COORDINATION , MORE SAFETY AND MORE CLARITY .",NO
25572,these are essential issues that meet europe's citizensexpectations of a europe for health .,SE BE DESC-ESSENTIAL ISSUE THAT MEET EUROPE X-POSS CITIZENSEXPECTATION EUROPE FOR HEALTH .,NO
25573,patients who suffer from rare diseases this has been said need european support .,PATIENT WHO SUFFER FROM DESC-RARE DISEASE THIS HAVE BE SAY NEED EUROPEAN SUPPORT .,NO
25575,"because these diseases are so rare , there are not centres and experts for them in every member state .","BECAUSE SE DISEASE BE DESC-SO DESC-RARE , DESC-RE BE DESC-NOT CENTER AND EXPERT FOR X-Y IN EVERY MEMBER STATE .",NO
25576,the same applies to the development of new drugs .,DESC-SAME APPLY TO DEVELOPMENT DESC-NEW DRUG .,NO
25577,"mrs grossetête talked of the regulation on orphan medicinal products , which is very important .","MR GROSSET?TE TALK REGULATION ON DESC-ORPHAN MEDICINAL PRODUCT , WHICH BE DESC-VERY DESC-IMPORTANT .",NO
25580,"genetic counselling , likewise , should not be dominated by a political goal .","DESC-GENETIC COUNSELLING , DESC-LIKEWISE , SHOULD DESC-NOT BE DOMINATE BY DESC-POLITICAL GOAL .",NO
25585,"first , patients must have a voice in europe .","DESC-FIRST , PATIENT MUST HAVE VOICE IN EUROPE .",NO
25586,that is why I am arguing in favour of financing for these patient organisations .,THAT BE WHY X-I BE ARGUE IN FAVOR FINANCING FOR SE PATIENT ORGANIZATION .,NO
25588,many rare diseases are hereditary .,DESC-MANY DESC-RARE DISEASE BE DESC-HEREDITARY .,NO
25589,"we support amendment 15 , but we wish to delete the reference to the eradication of illnesses .","X-WE SUPPORT AMENDMENT 15 , BUT X-WE WISH TO DELETE REFERENCE TO ERADICATION ILLNESS .",NO
25595,millions of patients in europe are watching us .,MILLION PATIENT IN EUROPE BE WATCH X-WE .,NO
25603,we must stand up resolutely against genetic discrimination .,X-WE MUST STAND DESC-UP DESC-RESOLUTELY AGAINST DESC-GENETIC DISCRIMINATION .,NO
25605,it is naturally of the greatest importance that public health policy should be given primacy over political correctness .,X-IT BE DESC-NATURALLY DESC-GREATEST IMPORTANCE THAT PUBLIC HEALTH POLICY SHOULD BE GIVE PRIMACY OVER DESC-POLITICAL CORRECTNESS .,NO
25606,"the matter at hand here , after all , is healing people .","MATTER AT HAND DESC-HERE , AFTER ALL , BE HEAL PEOPLE .",NO
25612,"in addition to the patients themselves , this action will also affect their relatives and friends .","IN ADDITION TO PATIENT X-MSELVES , THIS ACTION WILL DESC-ALSO AFFECT X-Y DESC-RELATIVE AND FRIEND .",NO
25615,funding for the treatment of rare diseases is for member states to consider .,FUND FOR TREATMENT DESC-RARE DISEASE BE FOR MEMBER STATE TO CONSIDER .,NO
25616,reference was made also by mrs corbey on the help we need to give patientsgroups .,REFERENCE BE MAKE DESC-ALSO BY MR CORBEY ON HELP X-WE NEED TO GIVE PATIENTSGROUP .,NO
25617,the commission agrees with the importance of patientsgroups .,COMMISSION AGREE WITH IMPORTANCE PATIENTSGROUP .,NO
25619,i recently hosted the launch of a book providing 12 000 patientstestimonials .,X-I DESC-RECENTLY HOST LAUNCH BOOK PROVIDE 12 000 PATIENTSTESTIMONIAL .,NO
25628,2007 discharge european medicines agency,2007 DISCHARGE EUROPEAN MEDICINE AGENCY,NO
25631,2007 discharge european centre for disease prevention and control,2007 DISCHARGE EUROPEAN CENTER FOR DISEASE PREVENTION AND CONTROL,NO
25632,2007 discharge european monitoring centre for drugs and drug addiction,2007 DISCHARGE EUROPEAN MONITORING CENTER FOR DRUG AND DRUG ADDICTION,NO
25688,patientsrights in cross border healthcare,PATIENTSRIGHT IN CROSS BORDER HEALTHCARE,NO
25694,i would encourage other colleagues to put the patients first .,X-I WOULD ENCOURAGE DESC-OR COLLEAGUE TO PUT PATIENT DESC-FIRST .,NO
25701,patient safety,PATIENT SAFETY,NO
25702,rare diseases,DESC-RARE DISEASE,NO
25717,2007 discharge european agency for safety and health at work,2007 DISCHARGE EUROPEAN AGENCY FOR SAFETY AND HEALTH AT WORK,NO
25739,et this morning we also discussed and just voted on certain reports from the health care package .,ET THIS MORNING X-WE DESC-ALSO DISCUSS AND DESC-JUST VOTE ON DESC-CERTAIN REPORT FROM HEALTH CARE PACKAGE .,NO
25759,thank goodness that he was able to take advantage of a health care system from another country .,THANK GOODNESS THAT X-HE BE DESC-ABLE TO TAKE ADVANTAGE HEALTH CARE SYSTEM FROM ANOR COUNTRY .,NO
25760,"he , a british citizen , was able to take advantage of the excellent health care service in belgium .","X-HE , BRITISH CITIZEN , BE DESC-ABLE TO TAKE ADVANTAGE DESC-EXCELLENT HEALTH CARE SERVICE IN BELGIUM .",NO
25761,to take advantage of those health care services is a positive step in the right direction .,TO TAKE ADVANTAGE THOSE HEALTH CARE SERVICE BE DESC-POSITIVE STEP IN DESC-RIGHT DIRECTION .,NO
25762,we look forward to offering choice and greater service to patients right across the european union .,X-WE LOOK DESC-FORWARD TO OFFER CHOICE AND DESC-GREATER SERVICE TO PATIENT DESC-RIGHT ACROSS EUROPEAN UNION .,NO
25769,that is the precise opposite of medicine it is murder .,THAT BE DESC-PRECISE OPPOSITE MEDICINE X-IT BE MURDER .,NO
25847,conservatives support patient mobility within the eu and see it as a way of strengthening public healthcare provision .,DESC-CONSERVATIVE SUPPORT PATIENT MOBILITY WITHIN EU AND SEE X-IT AS WAY STRENGN PUBLIC HEALTHCARE PROVISION .,NO
25850,this also includes their competence with regard to establishing prior authorisation systems for the purposes of hospital treatment abroad .,THIS DESC-ALSO INCLUDE X-Y COMPETENCE WITH REGARD TO ESTABLISH DESC-PRIOR AUTHORISATION SYSTEM FOR PURPOSE HOSPITAL TREATMENT DESC-ABROAD .,NO
